epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,47.7151,1.57169,2.46193,1.44535,0.0025,0.75,0.35464,0.12598,1.97861,3.72578,1.74888,0.000502412,0.000502412,0.000502412
23,49.9066,1.8919,2.7144,1.52871,0.04359,0.75,0.56167,0.25365,1.69476,3.22241,1.52785,0.00050796,0.00050796,0.00050796
24,52.2099,1.85682,3.01862,1.6925,0.04359,0.75,0.56167,0.25365,1.69476,3.22241,1.52785,0.000511924,0.000511924,0.000511924
25,54.5413,1.77814,2.37771,1.43865,0.02041,0.75,0.47714,0.30222,1.64809,3.1954,1.454,0.000514304,0.000514304,0.000514304
26,56.8933,1.50589,2.3224,1.38068,0.02041,0.75,0.47714,0.30222,1.64809,3.1954,1.454,0.0005151,0.0005151,0.0005151
27,59.2304,1.7627,2.60271,1.52618,0.02041,0.75,0.47714,0.30222,1.64809,3.1954,1.454,0.000514312,0.000514312,0.000514312
28,61.4448,1.71502,2.47099,1.47231,0.00573,0.75,0.28083,0.15562,1.70823,3.27967,1.4866,0.00051194,0.00051194,0.00051194
29,63.6288,1.69256,2.53829,1.41207,0.00573,0.75,0.28083,0.15562,1.70823,3.27967,1.4866,0.000507984,0.000507984,0.000507984
30,65.9737,1.94939,2.72695,1.53508,0.00377,0.75,0.27938,0.14935,1.7027,3.17705,1.47118,0.000502444,0.000502444,0.000502444
31,68.2154,1.26562,2.26639,1.2945,0.00377,0.75,0.27938,0.14935,1.7027,3.17705,1.47118,0.00049532,0.00049532,0.00049532
32,70.4285,1.60831,2.57208,1.45778,0.00377,0.75,0.27938,0.14935,1.7027,3.17705,1.47118,0.000486612,0.000486612,0.000486612
33,72.6884,1.49631,2.54498,1.36431,0.04403,0.75,0.27938,0.14982,1.7153,2.95948,1.38449,0.00047632,0.00047632,0.00047632
34,74.914,1.82118,2.29214,1.45505,0.04403,0.75,0.27938,0.14982,1.7153,2.95948,1.38449,0.000464444,0.000464444,0.000464444
35,77.0791,1.51861,2.25626,1.28207,0.04403,0.75,0.27938,0.14982,1.7153,2.95948,1.38449,0.000450984,0.000450984,0.000450984
36,79.3535,1.67539,2.48914,1.48836,0.42235,0.75,0.31929,0.16865,1.45341,2.88367,1.31824,0.00043594,0.00043594,0.00043594
37,81.6552,1.36696,2.33506,1.28999,0.42235,0.75,0.31929,0.16865,1.45341,2.88367,1.31824,0.000419312,0.000419312,0.000419312
38,83.9705,1.86395,2.62362,1.45981,0.42235,0.75,0.31929,0.16865,1.45341,2.88367,1.31824,0.0004011,0.0004011,0.0004011
39,86.2465,1.70389,2.49481,1.3886,0.48587,0.75,0.495,0.2885,1.63951,2.74996,1.36071,0.000381304,0.000381304,0.000381304
40,88.6043,1.63428,2.40253,1.48651,0.48587,0.75,0.495,0.2885,1.63951,2.74996,1.36071,0.000359924,0.000359924,0.000359924
41,91.0013,1.42704,3.13766,1.4737,0.48587,0.75,0.495,0.2885,1.63951,2.74996,1.36071,0.00033696,0.00033696,0.00033696
42,93.341,1.4529,2.89441,1.36981,0.54947,0.75,0.56167,0.30347,1.71776,2.6421,1.33634,0.000312412,0.000312412,0.000312412
43,95.6862,1.60092,2.80283,1.46988,0.54947,0.75,0.56167,0.30347,1.71776,2.6421,1.33634,0.00028628,0.00028628,0.00028628
44,98.0253,1.48875,2.83378,1.23067,0.54947,0.75,0.56167,0.30347,1.71776,2.6421,1.33634,0.000258564,0.000258564,0.000258564
45,100.341,1.58352,3.03542,1.48414,0.54947,0.75,0.56167,0.30347,1.71776,2.6421,1.33634,0.000229264,0.000229264,0.000229264
46,102.643,1.35319,2.69859,1.19267,0.58666,0.75,0.62,0.33254,1.63247,2.5088,1.33118,0.00019838,0.00019838,0.00019838
47,104.921,1.67531,2.98239,1.45546,0.58666,0.75,0.62,0.33254,1.63247,2.5088,1.33118,0.000165912,0.000165912,0.000165912
48,107.209,1.49451,2.75258,1.25073,0.58666,0.75,0.62,0.33254,1.63247,2.5088,1.33118,0.00013186,0.00013186,0.00013186
49,109.428,1.47227,2.76165,1.31927,0.58666,0.75,0.62,0.33254,1.63247,2.5088,1.33118,9.6224e-05,9.6224e-05,9.6224e-05
50,111.613,1.23795,2.80796,1.26297,0.4985,0.75,0.62,0.30337,1.6841,2.53175,1.35885,5.9004e-05,5.9004e-05,5.9004e-05
